coverage	1	2	3	4	5	6	7	8	9	10	11	12	13	14	15	16	17
4856	2.40516	1.4386	0.66138	0.24418	0.07482	0.01984	0.00486	0.00102	0.00016	6e-05	0.0	0.0	0.0	0.0	0.0	0.0	0.0
4857	2.39952	1.44236	0.67042	0.24488	0.07504	0.01942	0.00462	0.00096	0.00012	2e-05	0.0	0.0	0.0	0.0	0.0	0.0	0.0
4858	2.40232	1.44074	0.66478	0.24456	0.07584	0.01914	0.00458	0.00088	0.00014	4e-05	0.0	0.0	0.0	0.0	0.0	0.0	0.0
4859	2.4025	1.43914	0.66342	0.2467	0.07542	0.0196	0.00438	0.00092	0.0001	2e-05	0.0	0.0	0.0	0.0	0.0	0.0	0.0
4860	2.40544	1.44058	0.66448	0.24798	0.0758	0.01976	0.00458	0.00098	0.00022	6e-05	0.0	0.0	0.0	0.0	0.0	0.0	0.0
4861	2.4071	1.44372	0.66266	0.24464	0.07524	0.0199	0.00472	0.00094	8e-05	4e-05	0.0	0.0	0.0	0.0	0.0	0.0	0.0
4862	2.40778	1.4388	0.66382	0.24424	0.07652	0.0199	0.00468	0.00114	0.0001	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
4863	2.407	1.44464	0.66176	0.24438	0.07412	0.0202	0.0048	0.00088	6e-05	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
4864	2.40594	1.44498	0.66212	0.24418	0.0759	0.02032	0.00498	0.0011	8e-05	2e-05	0.0	0.0	0.0	0.0	0.0	0.0	0.0
4865	2.4061	1.44068	0.66806	0.24686	0.07662	0.02084	0.00482	0.00112	0.0002	2e-05	0.0	0.0	0.0	0.0	0.0	0.0	0.0
4866	2.406	1.4462	0.66834	0.2459	0.07544	0.02056	0.00468	0.00104	0.00024	4e-05	0.0	0.0	0.0	0.0	0.0	0.0	0.0
4867	2.40412	1.44238	0.66578	0.24598	0.07694	0.02028	0.00492	0.00104	8e-05	2e-05	0.0	0.0	0.0	0.0	0.0	0.0	0.0
4868	2.4045	1.44272	0.66846	0.24604	0.07432	0.01966	0.00468	0.0009	8e-05	2e-05	0.0	0.0	0.0	0.0	0.0	0.0	0.0
4869	2.40896	1.45066	0.6674	0.24284	0.0758	0.02006	0.00446	0.00074	6e-05	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
4870	2.4065	1.44512	0.66924	0.24538	0.07632	0.01976	0.00422	0.00086	0.00016	2e-05	0.0	0.0	0.0	0.0	0.0	0.0	0.0
4871	2.41078	1.44148	0.66638	0.2447	0.07568	0.0197	0.00452	0.001	0.00016	4e-05	0.0	0.0	0.0	0.0	0.0	0.0	0.0
4872	2.40732	1.44752	0.66756	0.24554	0.07644	0.01988	0.00474	0.0009	0.00012	4e-05	2e-05	0.0	0.0	0.0	0.0	0.0	0.0
4873	2.40872	1.44964	0.66356	0.24546	0.07612	0.02002	0.00496	0.00094	0.00012	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
4874	2.40852	1.44718	0.66552	0.24788	0.07602	0.01974	0.0048	0.00102	0.00014	2e-05	0.0	0.0	0.0	0.0	0.0	0.0	0.0
4875	2.40742	1.44468	0.67014	0.24484	0.07634	0.02014	0.00446	0.00106	0.00018	2e-05	0.0	0.0	0.0	0.0	0.0	0.0	0.0
4876	2.40798	1.44908	0.66916	0.2458	0.0769	0.02078	0.00474	0.00092	0.00012	2e-05	0.0	0.0	0.0	0.0	0.0	0.0	0.0
4877	2.40856	1.45076	0.67092	0.24796	0.0766	0.01988	0.0042	0.00094	0.00012	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
4878	2.40952	1.45024	0.66978	0.24846	0.0771	0.02064	0.00446	0.00096	6e-05	2e-05	0.0	0.0	0.0	0.0	0.0	0.0	0.0
4879	2.41032	1.44968	0.66904	0.24726	0.0769	0.0208	0.00438	0.0009	0.00014	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
4880	2.40786	1.44928	0.66914	0.25088	0.0766	0.0206	0.0049	0.00102	0.00012	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
4881	2.41	1.45112	0.66942	0.24762	0.07726	0.02014	0.00442	0.00096	4e-05	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
4882	2.40914	1.44764	0.67112	0.24904	0.0763	0.02042	0.00464	0.00114	0.00026	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
4883	2.41064	1.45276	0.66984	0.24852	0.07734	0.01986	0.00462	0.00082	0.0001	2e-05	0.0	0.0	0.0	0.0	0.0	0.0	0.0
4884	2.41186	1.44992	0.66706	0.24906	0.07762	0.02018	0.00458	0.00084	0.00016	2e-05	0.0	0.0	0.0	0.0	0.0	0.0	0.0
4885	2.41122	1.45254	0.67134	0.24826	0.07832	0.02034	0.00448	0.00098	0.00018	4e-05	0.0	0.0	0.0	0.0	0.0	0.0	0.0
4886	2.4092	1.45294	0.67048	0.24978	0.07762	0.02018	0.00524	0.00096	0.0001	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
4887	2.41198	1.45336	0.66962	0.24584	0.07794	0.02008	0.00502	0.00098	0.00016	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
4888	2.41212	1.45278	0.67444	0.24832	0.07592	0.02052	0.00454	0.00074	0.0001	2e-05	0.0	0.0	0.0	0.0	0.0	0.0	0.0
4889	2.4095	1.45498	0.67198	0.25032	0.07806	0.0207	0.00472	0.00096	6e-05	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
4890	2.41268	1.45568	0.6693	0.24864	0.07736	0.01976	0.00424	0.00092	0.00012	4e-05	0.0	0.0	0.0	0.0	0.0	0.0	0.0
4891	2.41386	1.45518	0.67358	0.2504	0.07618	0.01994	0.0047	0.00092	0.00012	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
4892	2.40792	1.4567	0.67262	0.247	0.07712	0.01942	0.0046	0.001	0.00018	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
4893	2.40978	1.4572	0.67102	0.25022	0.07418	0.019	0.00444	0.00116	0.00014	2e-05	0.0	0.0	0.0	0.0	0.0	0.0	0.0
4894	2.41138	1.4545	0.67248	0.24548	0.07716	0.02062	0.00512	0.00104	0.00014	2e-05	0.0	0.0	0.0	0.0	0.0	0.0	0.0
4895	2.4139	1.45622	0.66904	0.24682	0.0757	0.02064	0.00448	0.00078	0.0001	2e-05	0.0	0.0	0.0	0.0	0.0	0.0	0.0
4896	2.41508	1.45496	0.66962	0.24506	0.07496	0.01938	0.0044	0.00078	0.00012	2e-05	0.0	0.0	0.0	0.0	0.0	0.0	0.0
4897	2.41528	1.45628	0.675	0.24736	0.07508	0.0204	0.00484	0.00118	0.00014	2e-05	0.0	0.0	0.0	0.0	0.0	0.0	0.0
4898	2.4172	1.46146	0.67374	0.2472	0.07508	0.01872	0.00404	0.00102	0.00016	2e-05	0.0	0.0	0.0	0.0	0.0	0.0	0.0
4899	2.41198	1.45614	0.67236	0.24836	0.0745	0.02024	0.00492	0.00084	0.00016	2e-05	0.0	0.0	0.0	0.0	0.0	0.0	0.0
4900	2.41196	1.45626	0.6749	0.24826	0.07562	0.01972	0.0045	0.00108	0.00018	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
4901	2.41394	1.45272	0.67376	0.245	0.07474	0.0199	0.0049	0.00106	0.0002	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
4902	2.41788	1.45698	0.67428	0.2506	0.07572	0.02006	0.00424	0.00088	0.00016	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
4903	2.41796	1.45852	0.67676	0.24972	0.07516	0.02004	0.00436	0.00094	0.00016	4e-05	0.0	0.0	0.0	0.0	0.0	0.0	0.0
4904	2.4168	1.45794	0.6772	0.24888	0.0772	0.02052	0.00446	0.00112	8e-05	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
4905	2.41652	1.4596	0.6784	0.248	0.07564	0.01986	0.00466	0.0011	0.00012	2e-05	2e-05	0.0	0.0	0.0	0.0	0.0	0.0
4906	2.41942	1.45916	0.67624	0.2498	0.07686	0.0199	0.00406	0.00082	0.0001	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
4907	2.41862	1.45718	0.67608	0.25202	0.07868	0.02	0.00468	0.00112	0.00012	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
4908	2.41566	1.45782	0.67918	0.25128	0.0771	0.02068	0.00488	0.00108	0.00012	2e-05	0.0	0.0	0.0	0.0	0.0	0.0	0.0
4909	2.4184	1.4612	0.68094	0.25246	0.07616	0.01958	0.00428	0.00088	0.00012	4e-05	0.0	0.0	0.0	0.0	0.0	0.0	0.0
4910	2.41846	1.4605	0.67948	0.2492	0.07682	0.02036	0.00498	0.00108	0.00014	2e-05	0.0	0.0	0.0	0.0	0.0	0.0	0.0
4911	2.41912	1.4594	0.67872	0.24964	0.07774	0.0211	0.0044	0.00102	0.00014	2e-05	0.0	0.0	0.0	0.0	0.0	0.0	0.0
4912	2.41866	1.46308	0.6802	0.25302	0.0768	0.02056	0.005	0.00096	0.00018	2e-05	0.0	0.0	0.0	0.0	0.0	0.0	0.0
4913	2.41652	1.46224	0.67962	0.25054	0.07452	0.02034	0.0049	0.00086	0.00018	2e-05	0.0	0.0	0.0	0.0	0.0	0.0	0.0
4914	2.42164	1.4616	0.67728	0.24862	0.07716	0.02136	0.0052	0.00104	0.0001	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
4915	2.4179	1.46298	0.67986	0.253	0.07722	0.01954	0.0044	0.00094	0.00018	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
4916	2.41724	1.4639	0.68006	0.25216	0.0769	0.021	0.00442	0.0008	0.00018	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
4917	2.421	1.46644	0.68114	0.2528	0.0764	0.0203	0.00486	0.001	0.0001	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
4918	2.41908	1.46886	0.68378	0.25092	0.07722	0.02056	0.0044	0.00082	0.00012	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
4919	2.42446	1.462	0.67754	0.25194	0.07714	0.02066	0.0047	0.00104	0.00026	2e-05	0.0	0.0	0.0	0.0	0.0	0.0	0.0
4920	2.42194	1.46404	0.6821	0.2538	0.07614	0.02032	0.00434	0.00092	0.0001	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
4921	2.41846	1.46484	0.68372	0.25466	0.07828	0.02	0.00518	0.0009	0.00016	2e-05	0.0	0.0	0.0	0.0	0.0	0.0	0.0
4922	2.42056	1.46452	0.68182	0.25378	0.0775	0.02	0.00428	0.0007	0.0002	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
4923	2.42078	1.46356	0.68574	0.25442	0.07776	0.02076	0.00404	0.0008	0.0002	8e-05	0.0	0.0	0.0	0.0	0.0	0.0	0.0
4924	2.42056	1.464	0.68158	0.25358	0.07834	0.0201	0.00442	0.00098	8e-05	2e-05	0.0	0.0	0.0	0.0	0.0	0.0	0.0
4925	2.42172	1.4653	0.68316	0.2541	0.0772	0.02008	0.0047	0.00088	0.00016	4e-05	2e-05	2e-05	0.0	0.0	0.0	0.0	0.0
4926	2.42062	1.46788	0.6836	0.255	0.07776	0.01998	0.0048	0.00106	0.00018	2e-05	2e-05	0.0	0.0	0.0	0.0	0.0	0.0
4927	2.42006	1.46524	0.68432	0.25548	0.07784	0.02062	0.00454	0.00094	0.00026	4e-05	0.0	0.0	0.0	0.0	0.0	0.0	0.0
4928	2.42082	1.4672	0.6863	0.25512	0.07786	0.02072	0.00476	0.00088	0.00016	4e-05	2e-05	2e-05	2e-05	0.0	0.0	0.0	0.0
4929	2.42144	1.4703	0.68362	0.253	0.0764	0.01978	0.00438	0.00086	0.00016	2e-05	2e-05	0.0	0.0	0.0	0.0	0.0	0.0
4930	2.421	1.4674	0.6857	0.25636	0.07778	0.0205	0.00444	0.00102	0.00024	4e-05	0.0	0.0	0.0	0.0	0.0	0.0	0.0
4931	2.41914	1.46824	0.6893	0.25606	0.08048	0.02028	0.00486	0.00102	0.00016	4e-05	0.0	0.0	0.0	0.0	0.0	0.0	0.0
4932	2.42204	1.46802	0.68766	0.25486	0.07694	0.01992	0.00488	0.00104	0.0002	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
4933	2.42266	1.46766	0.6857	0.25702	0.0783	0.02118	0.00482	0.00086	0.00012	2e-05	2e-05	2e-05	2e-05	0.0	0.0	0.0	0.0
4934	2.42104	1.46824	0.68862	0.25668	0.07904	0.02072	0.00446	0.00092	0.0002	4e-05	2e-05	2e-05	2e-05	0.0	0.0	0.0	0.0
4935	2.42328	1.46902	0.68904	0.25888	0.0791	0.0207	0.0044	0.00102	0.00018	6e-05	2e-05	2e-05	2e-05	0.0	0.0	0.0	0.0
4936	2.42208	1.47144	0.69078	0.2563	0.07874	0.02038	0.00486	0.00104	0.00016	4e-05	2e-05	2e-05	0.0	0.0	0.0	0.0	0.0
4937	2.42616	1.47172	0.6848	0.25456	0.0787	0.02116	0.00482	0.00108	0.00016	4e-05	2e-05	2e-05	2e-05	0.0	0.0	0.0	0.0
4938	2.42378	1.47604	0.68938	0.2547	0.07936	0.02052	0.00484	0.00136	0.00024	2e-05	2e-05	2e-05	2e-05	0.0	0.0	0.0	0.0
4939	2.42196	1.47624	0.68774	0.25538	0.07788	0.0208	0.00522	0.001	0.00028	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
4940	2.4235	1.476	0.69006	0.25888	0.0799	0.02018	0.00472	0.00094	0.00022	4e-05	0.0	0.0	0.0	0.0	0.0	0.0	0.0
4941	2.42398	1.4728	0.69094	0.26038	0.08096	0.02086	0.00444	0.00112	0.00022	2e-05	2e-05	2e-05	2e-05	0.0	0.0	0.0	0.0
4942	2.42436	1.47718	0.69214	0.2599	0.08162	0.02054	0.00444	0.00102	0.0001	4e-05	2e-05	2e-05	2e-05	0.0	0.0	0.0	0.0
4943	2.42476	1.47508	0.6953	0.25862	0.07986	0.02068	0.00456	0.0009	0.00014	4e-05	0.0	0.0	0.0	0.0	0.0	0.0	0.0
4944	2.42576	1.47438	0.69436	0.26012	0.07966	0.02038	0.00496	0.00082	0.00014	2e-05	2e-05	2e-05	2e-05	0.0	0.0	0.0	0.0
4945	2.42606	1.47454	0.69388	0.25658	0.08032	0.02042	0.00452	0.00098	0.0001	2e-05	0.0	0.0	0.0	0.0	0.0	0.0	0.0
4946	2.42566	1.47728	0.69384	0.25894	0.08092	0.02112	0.00488	0.00088	0.0002	4e-05	2e-05	0.0	0.0	0.0	0.0	0.0	0.0
4947	2.42224	1.4762	0.69602	0.26086	0.08044	0.0205	0.00454	0.00082	0.00014	2e-05	2e-05	2e-05	2e-05	0.0	0.0	0.0	0.0
4948	2.4272	1.478	0.69298	0.26022	0.07958	0.02058	0.0046	0.00106	0.00024	2e-05	2e-05	2e-05	2e-05	0.0	0.0	0.0	0.0
4949	2.42874	1.4756	0.69638	0.2606	0.08252	0.02192	0.0046	0.00096	0.00018	2e-05	0.0	0.0	0.0	0.0	0.0	0.0	0.0
4950	2.42528	1.47488	0.6961	0.2592	0.07984	0.02064	0.0049	0.00102	0.00022	2e-05	2e-05	2e-05	2e-05	0.0	0.0	0.0	0.0
4951	2.42316	1.47984	0.69484	0.26208	0.08052	0.0211	0.00498	0.00096	0.0003	6e-05	2e-05	0.0	0.0	0.0	0.0	0.0	0.0
4952	2.42408	1.47598	0.69528	0.25992	0.08074	0.02116	0.00478	0.00096	0.00028	2e-05	2e-05	2e-05	2e-05	0.0	0.0	0.0	0.0
4953	2.42562	1.48138	0.69524	0.25874	0.08088	0.02116	0.00498	0.0012	0.00026	4e-05	0.0	0.0	0.0	0.0	0.0	0.0	0.0
4954	2.42526	1.47902	0.69856	0.2605	0.08154	0.02148	0.00512	0.00094	0.0002	2e-05	2e-05	2e-05	2e-05	0.0	0.0	0.0	0.0
4955	2.42468	1.47526	0.69598	0.26082	0.08176	0.02166	0.0048	0.00116	0.00024	6e-05	2e-05	2e-05	2e-05	0.0	0.0	0.0	0.0
4956	2.42532	1.4809	0.69662	0.26296	0.08154	0.0214	0.0045	0.0009	0.0001	2e-05	2e-05	2e-05	2e-05	0.0	0.0	0.0	0.0
4957	2.4247	1.4738	0.69524	0.26142	0.08264	0.02122	0.00458	0.00088	0.00018	8e-05	2e-05	2e-05	2e-05	0.0	0.0	0.0	0.0
4958	2.42372	1.48286	0.69856	0.26214	0.08172	0.02064	0.0047	0.00078	0.00016	2e-05	2e-05	2e-05	2e-05	0.0	0.0	0.0	0.0
4959	2.42868	1.4794	0.69756	0.26228	0.08022	0.02138	0.0049	0.00088	0.0002	6e-05	2e-05	0.0	0.0	0.0	0.0	0.0	0.0
4960	2.42352	1.47836	0.69636	0.26048	0.08128	0.02108	0.00518	0.00116	0.00018	4e-05	0.0	0.0	0.0	0.0	0.0	0.0	0.0
4961	2.42674	1.4825	0.69224	0.26122	0.0825	0.0218	0.00478	0.001	0.0002	8e-05	2e-05	2e-05	0.0	0.0	0.0	0.0	0.0
4962	2.42882	1.4834	0.6986	0.26082	0.08112	0.02114	0.00464	0.00088	0.0002	4e-05	0.0	0.0	0.0	0.0	0.0	0.0	0.0
4963	2.42542	1.47794	0.69864	0.26244	0.08142	0.0218	0.00518	0.00114	0.00024	6e-05	2e-05	2e-05	2e-05	0.0	0.0	0.0	0.0
4964	2.42516	1.48194	0.69992	0.26318	0.08306	0.0213	0.00482	0.00094	0.0002	6e-05	4e-05	0.0	0.0	0.0	0.0	0.0	0.0
4965	2.42256	1.48148	0.69986	0.2604	0.08002	0.02098	0.00414	0.0008	8e-05	2e-05	0.0	0.0	0.0	0.0	0.0	0.0	0.0
4966	2.42484	1.48148	0.6966	0.26164	0.08058	0.02182	0.00518	0.00106	0.00024	6e-05	2e-05	0.0	0.0	0.0	0.0	0.0	0.0
4967	2.42766	1.4834	0.69896	0.26204	0.08324	0.0214	0.00514	0.00096	0.00012	6e-05	2e-05	2e-05	2e-05	0.0	0.0	0.0	0.0
4968	2.42516	1.48062	0.6998	0.26084	0.08154	0.02144	0.00476	0.00084	0.00018	6e-05	2e-05	2e-05	2e-05	0.0	0.0	0.0	0.0
4969	2.4249	1.47716	0.6989	0.26282	0.0829	0.02138	0.00444	0.00088	0.00016	8e-05	4e-05	2e-05	2e-05	0.0	0.0	0.0	0.0
4970	2.42614	1.48234	0.7004	0.26604	0.08334	0.02186	0.00466	0.00114	0.00022	4e-05	2e-05	2e-05	0.0	0.0	0.0	0.0	0.0
4971	2.42566	1.48196	0.69838	0.26142	0.0826	0.0212	0.00438	0.00088	0.00012	6e-05	2e-05	0.0	0.0	0.0	0.0	0.0	0.0
4972	2.42796	1.4808	0.69926	0.26072	0.0822	0.02092	0.00486	0.00112	0.0001	4e-05	0.0	0.0	0.0	0.0	0.0	0.0	0.0
4973	2.42758	1.48184	0.69966	0.26294	0.08222	0.02158	0.00468	0.0009	0.00014	4e-05	2e-05	0.0	0.0	0.0	0.0	0.0	0.0
4974	2.43282	1.4829	0.70198	0.26502	0.08078	0.02178	0.0053	0.00106	0.00016	4e-05	0.0	0.0	0.0	0.0	0.0	0.0	0.0
4975	2.42508	1.4825	0.69988	0.26434	0.08392	0.02122	0.00502	0.00094	8e-05	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
4976	2.42574	1.48258	0.7004	0.2635	0.08396	0.02256	0.00484	0.00094	0.00016	2e-05	0.0	0.0	0.0	0.0	0.0	0.0	0.0
4977	2.42572	1.48374	0.70142	0.2622	0.0823	0.02176	0.00478	0.00078	6e-05	4e-05	2e-05	0.0	0.0	0.0	0.0	0.0	0.0
4978	2.42764	1.4797	0.70186	0.26126	0.08252	0.02168	0.0046	0.00098	0.0002	4e-05	0.0	0.0	0.0	0.0	0.0	0.0	0.0
4979	2.42664	1.48376	0.70266	0.26404	0.08208	0.022	0.00464	0.00086	8e-05	4e-05	0.0	0.0	0.0	0.0	0.0	0.0	0.0
4980	2.42466	1.4838	0.70418	0.26464	0.08264	0.02146	0.00448	0.00088	0.0002	0.0001	6e-05	2e-05	2e-05	0.0	0.0	0.0	0.0
4981	2.4273	1.484	0.70068	0.26474	0.08158	0.02148	0.00496	0.00082	6e-05	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
4982	2.42338	1.48816	0.70188	0.26618	0.08156	0.02162	0.00462	0.00102	0.00012	2e-05	0.0	0.0	0.0	0.0	0.0	0.0	0.0
4983	2.42926	1.47956	0.7001	0.26488	0.08286	0.02196	0.0051	0.00104	0.00018	2e-05	0.0	0.0	0.0	0.0	0.0	0.0	0.0
4984	2.42938	1.48408	0.70286	0.26368	0.08152	0.02198	0.00502	0.00094	0.0002	4e-05	2e-05	0.0	0.0	0.0	0.0	0.0	0.0
4985	2.4287	1.48536	0.69864	0.26226	0.0827	0.02154	0.00472	0.0008	8e-05	2e-05	0.0	0.0	0.0	0.0	0.0	0.0	0.0
4986	2.42922	1.48274	0.70076	0.2641	0.08204	0.02172	0.0051	0.00118	0.00018	4e-05	2e-05	0.0	0.0	0.0	0.0	0.0	0.0
4987	2.42784	1.48288	0.70374	0.26358	0.08242	0.0221	0.005	0.00116	0.0002	6e-05	2e-05	0.0	0.0	0.0	0.0	0.0	0.0
4988	2.42946	1.47936	0.70042	0.26458	0.08318	0.02204	0.00484	0.0011	0.00024	4e-05	0.0	0.0	0.0	0.0	0.0	0.0	0.0
4989	2.42904	1.48602	0.70184	0.26446	0.08146	0.0214	0.0049	0.001	0.00016	6e-05	0.0	0.0	0.0	0.0	0.0	0.0	0.0
4990	2.42664	1.48434	0.7025	0.26304	0.0808	0.02232	0.0052	0.00094	0.0001	2e-05	0.0	0.0	0.0	0.0	0.0	0.0	0.0
4991	2.43286	1.48258	0.69958	0.26362	0.083	0.02142	0.00512	0.00102	0.00022	4e-05	0.0	0.0	0.0	0.0	0.0	0.0	0.0
4992	2.42962	1.48272	0.70098	0.26462	0.08412	0.02246	0.00514	0.00108	0.0001	2e-05	0.0	0.0	0.0	0.0	0.0	0.0	0.0
4993	2.43168	1.48176	0.70282	0.2684	0.0847	0.0218	0.00508	0.001	0.00022	2e-05	0.0	0.0	0.0	0.0	0.0	0.0	0.0
4994	2.43184	1.47946	0.70304	0.26444	0.08316	0.0222	0.00522	0.00072	0.00014	2e-05	0.0	0.0	0.0	0.0	0.0	0.0	0.0
4995	2.43026	1.482	0.7037	0.26374	0.08232	0.02264	0.00474	0.0011	0.00022	2e-05	0.0	0.0	0.0	0.0	0.0	0.0	0.0
4996	2.43058	1.48628	0.7026	0.26632	0.0837	0.02348	0.0051	0.00094	0.00018	6e-05	0.0	0.0	0.0	0.0	0.0	0.0	0.0
4997	2.4327	1.4883	0.70144	0.2665	0.08262	0.0219	0.00558	0.00126	0.0002	4e-05	2e-05	0.0	0.0	0.0	0.0	0.0	0.0
4998	2.43118	1.4868	0.70626	0.26694	0.08362	0.02162	0.00528	0.00114	0.0002	2e-05	0.0	0.0	0.0	0.0	0.0	0.0	0.0
4999	2.43172	1.48232	0.70518	0.26486	0.08208	0.02278	0.0049	0.00106	0.00022	4e-05	0.0	0.0	0.0	0.0	0.0	0.0	0.0
5000	2.43434	1.48274	0.70144	0.26342	0.08554	0.02286	0.00504	0.0012	0.0002	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
5001	2.43066	1.48962	0.70324	0.26934	0.08464	0.02278	0.00524	0.00088	0.00022	4e-05	2e-05	0.0	0.0	0.0	0.0	0.0	0.0
5002	2.43426	1.48708	0.7012	0.2658	0.08554	0.0223	0.00522	0.0008	0.0002	2e-05	2e-05	0.0	0.0	0.0	0.0	0.0	0.0
5003	2.43292	1.48236	0.70374	0.26326	0.08394	0.02284	0.00534	0.00104	0.00014	4e-05	0.0	0.0	0.0	0.0	0.0	0.0	0.0
5004	2.43468	1.48786	0.70212	0.26466	0.08314	0.02214	0.00474	0.00096	0.00024	2e-05	0.0	0.0	0.0	0.0	0.0	0.0	0.0
5005	2.4302	1.48764	0.70298	0.2659	0.0832	0.0224	0.00512	0.00118	0.00014	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
5006	2.43426	1.4853	0.70224	0.26584	0.08388	0.02256	0.00506	0.00106	0.00022	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
5007	2.4339	1.4931	0.70654	0.26532	0.08372	0.02326	0.00486	0.0009	8e-05	2e-05	0.0	0.0	0.0	0.0	0.0	0.0	0.0
5008	2.43654	1.49098	0.70634	0.2653	0.0838	0.02326	0.00494	0.00116	0.00024	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
5009	2.43734	1.48994	0.7078	0.26462	0.08304	0.02246	0.00478	0.00106	0.00024	6e-05	0.0	0.0	0.0	0.0	0.0	0.0	0.0
5010	2.43602	1.48776	0.70418	0.26464	0.08388	0.0227	0.00496	0.00106	0.00034	2e-05	0.0	0.0	0.0	0.0	0.0	0.0	0.0
5011	2.43492	1.4883	0.7105	0.26546	0.08522	0.02362	0.00514	0.00134	0.00028	4e-05	0.0	0.0	0.0	0.0	0.0	0.0	0.0
5012	2.4355	1.48604	0.70348	0.26874	0.08432	0.0229	0.00538	0.00102	0.00016	2e-05	0.0	0.0	0.0	0.0	0.0	0.0	0.0
5013	2.43478	1.48976	0.7049	0.26604	0.08276	0.02282	0.0051	0.0012	0.0003	6e-05	2e-05	0.0	0.0	0.0	0.0	0.0	0.0
5014	2.4371	1.49754	0.70642	0.26552	0.08284	0.0226	0.00488	0.001	0.00016	2e-05	2e-05	0.0	0.0	0.0	0.0	0.0	0.0
5015	2.43832	1.49622	0.7078	0.26814	0.08362	0.02336	0.0048	0.00102	0.00016	4e-05	0.0	0.0	0.0	0.0	0.0	0.0	0.0
5016	2.4387	1.49602	0.7081	0.26816	0.08278	0.02278	0.00492	0.00112	0.0002	2e-05	0.0	0.0	0.0	0.0	0.0	0.0	0.0
5017	2.43498	1.49638	0.71008	0.26896	0.08504	0.02358	0.0054	0.00112	0.00026	6e-05	2e-05	0.0	0.0	0.0	0.0	0.0	0.0
5018	2.44026	1.49518	0.70986	0.26804	0.08512	0.02214	0.00524	0.00122	0.00032	4e-05	0.0	0.0	0.0	0.0	0.0	0.0	0.0
5019	2.4383	1.4964	0.70918	0.27036	0.0844	0.02314	0.00524	0.00126	0.00014	2e-05	0.0	0.0	0.0	0.0	0.0	0.0	0.0
5020	2.43906	1.49824	0.70914	0.2658	0.0855	0.0238	0.00566	0.00126	0.00018	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
5021	2.43926	1.4895	0.70762	0.2659	0.08412	0.02284	0.00534	0.00114	0.00024	4e-05	0.0	0.0	0.0	0.0	0.0	0.0	0.0
5022	2.43808	1.49298	0.70428	0.26802	0.08394	0.02246	0.00532	0.00108	0.00016	2e-05	0.0	0.0	0.0	0.0	0.0	0.0	0.0
5023	2.43834	1.4977	0.71112	0.26968	0.086	0.02316	0.0048	0.00102	0.0002	4e-05	0.0	0.0	0.0	0.0	0.0	0.0	0.0
5024	2.44162	1.49754	0.71094	0.26818	0.08426	0.0236	0.00522	0.00104	0.00022	2e-05	0.0	0.0	0.0	0.0	0.0	0.0	0.0
5025	2.4406	1.49636	0.7131	0.2707	0.08514	0.02332	0.00522	0.00104	0.00028	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
5026	2.4406	1.49962	0.71182	0.26764	0.08362	0.02318	0.00532	0.00112	0.00014	2e-05	0.0	0.0	0.0	0.0	0.0	0.0	0.0
5027	2.4376	1.49996	0.71312	0.27014	0.08446	0.02378	0.00504	0.00116	0.00012	2e-05	0.0	0.0	0.0	0.0	0.0	0.0	0.0
