coverage	1	2	3	4	5	6	7	8	9	10	11	12	13	14	15	16	17
3519	2.07072	0.9824	0.34198	0.09522	0.02202	0.00478	0.00064	0.00014	4e-05	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
3520	2.0718	0.9824	0.345	0.09324	0.0215	0.00396	0.00082	0.0001	2e-05	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
3521	2.07682	0.98272	0.33942	0.09306	0.02178	0.00452	0.00068	0.00014	2e-05	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
3522	2.07962	0.98596	0.3453	0.09568	0.02214	0.00442	0.00068	8e-05	2e-05	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
3523	2.0726	0.9834	0.34436	0.095	0.02216	0.00416	0.00058	0.00012	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
3524	2.07648	0.99044	0.34344	0.09494	0.02214	0.0041	0.00064	8e-05	2e-05	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
3525	2.07212	0.98422	0.3441	0.09396	0.02174	0.00482	0.00082	0.00014	2e-05	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
3526	2.07244	0.98244	0.34558	0.09568	0.02324	0.00438	0.00068	0.00012	2e-05	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
3527	2.07702	0.9898	0.34606	0.09668	0.02242	0.00444	0.00078	0.00012	4e-05	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
3528	2.07696	0.98954	0.34612	0.09592	0.0227	0.0044	0.00092	0.00014	2e-05	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
3529	2.08014	0.99058	0.3464	0.0966	0.02248	0.00452	0.0006	4e-05	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
3530	2.0798	0.99062	0.34636	0.0957	0.02206	0.0043	0.00074	8e-05	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
3531	2.0778	0.99126	0.34656	0.0964	0.02224	0.00442	0.00068	0.00014	2e-05	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
3532	2.08212	0.9927	0.34286	0.0958	0.0221	0.00418	0.00056	6e-05	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
3533	2.0729	0.98536	0.34654	0.09754	0.02288	0.00454	0.0006	4e-05	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
3534	2.0767	0.99262	0.34684	0.09656	0.0221	0.00408	0.00078	0.0001	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
3535	2.08244	0.99192	0.34494	0.09828	0.0231	0.00458	0.00058	0.00016	2e-05	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
3536	2.08156	0.99182	0.34884	0.09554	0.02186	0.0046	0.00084	0.00012	2e-05	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
3537	2.08006	0.99392	0.34568	0.09706	0.02252	0.00462	0.00084	0.00012	2e-05	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
3538	2.0794	0.99456	0.34902	0.09678	0.02226	0.00394	0.0006	8e-05	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
3539	2.07882	0.99588	0.34856	0.09558	0.02314	0.00448	0.00076	0.00016	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
3540	2.08212	0.99334	0.34844	0.09612	0.02334	0.00436	0.00068	8e-05	2e-05	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
3541	2.08206	0.99394	0.3477	0.09748	0.02242	0.00386	0.00084	6e-05	2e-05	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
3542	2.08022	0.99818	0.34846	0.097	0.02238	0.00426	0.00088	0.0001	2e-05	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
3543	2.08476	0.99228	0.34744	0.09546	0.02336	0.00442	0.0008	0.0001	2e-05	2e-05	0.0	0.0	0.0	0.0	0.0	0.0	0.0
3544	2.08226	0.99372	0.34836	0.0981	0.02224	0.00402	0.00066	0.00014	2e-05	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
3545	2.08144	0.9954	0.35062	0.098	0.02214	0.0045	0.00076	0.00016	2e-05	2e-05	0.0	0.0	0.0	0.0	0.0	0.0	0.0
3546	2.08008	0.99658	0.35238	0.09796	0.02258	0.00426	0.00082	0.0001	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
3547	2.08374	0.99942	0.35028	0.09528	0.02176	0.00444	0.0009	0.00014	4e-05	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
3548	2.08448	0.99522	0.35072	0.09896	0.02252	0.0044	0.00098	0.0001	2e-05	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
3549	2.08354	0.99698	0.35274	0.097	0.02294	0.0042	0.0008	0.00014	6e-05	2e-05	0.0	0.0	0.0	0.0	0.0	0.0	0.0
3550	2.08398	0.99894	0.35178	0.09828	0.0225	0.0042	0.00076	0.00012	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
3551	2.08538	0.99842	0.34954	0.09856	0.02292	0.00458	0.00066	8e-05	2e-05	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
3552	2.0842	0.9993	0.35114	0.0965	0.02266	0.00424	0.00074	0.0001	2e-05	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
3553	2.08166	0.99524	0.35196	0.10068	0.02292	0.00424	0.00082	8e-05	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
3554	2.08436	0.99526	0.35136	0.09798	0.02314	0.00438	0.0009	0.00014	2e-05	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
3555	2.08284	0.99912	0.3544	0.09838	0.02286	0.0043	0.0007	8e-05	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
3556	2.08554	0.99706	0.35042	0.09924	0.02328	0.0046	0.00078	4e-05	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
3557	2.08644	0.99748	0.35378	0.09862	0.02274	0.00424	0.00078	0.00012	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
3558	2.08322	1.00052	0.35136	0.10018	0.02366	0.0047	0.00082	0.0001	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
3559	2.086	0.99862	0.35338	0.10018	0.02286	0.00458	0.00076	0.00014	2e-05	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
3560	2.0855	1.00158	0.35278	0.09868	0.02232	0.0045	0.00086	0.00012	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
3561	2.08778	0.99772	0.35242	0.09976	0.0225	0.00432	0.00086	6e-05	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
3562	2.08674	0.99588	0.35566	0.10118	0.02298	0.00432	0.0008	0.00014	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
3563	2.09062	0.99926	0.35244	0.09962	0.02302	0.00438	0.00072	6e-05	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
3564	2.08644	0.9987	0.35624	0.0993	0.02266	0.00442	0.0008	4e-05	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
3565	2.09032	1.00206	0.35482	0.09916	0.02316	0.00442	0.00076	0.00012	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
3566	2.09104	1.00138	0.35652	0.0979	0.0219	0.0042	0.0008	0.0001	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
3567	2.09038	1.00136	0.35412	0.10048	0.02332	0.00422	0.00068	0.00012	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
3568	2.08904	1.0005	0.35478	0.09964	0.02244	0.00416	0.00068	8e-05	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
3569	2.08854	1.00186	0.35594	0.10016	0.02284	0.00428	0.00066	6e-05	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
3570	2.08998	1.00114	0.3578	0.09872	0.022	0.00414	0.0006	6e-05	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
3571	2.09158	1.00476	0.355	0.10044	0.02346	0.0045	0.00076	6e-05	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
3572	2.08872	1.002	0.35566	0.10014	0.02264	0.00418	0.00076	6e-05	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
3573	2.09112	1.005	0.3564	0.09864	0.02264	0.00478	0.00076	8e-05	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
3574	2.09232	1.00518	0.356	0.09922	0.02268	0.00462	0.00072	0.0001	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
3575	2.0958	1.00524	0.35556	0.09864	0.02304	0.00404	0.00056	6e-05	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
3576	2.09212	1.00348	0.35744	0.10016	0.02284	0.00414	0.00068	0.0001	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
3577	2.09416	1.00306	0.3556	0.10052	0.02304	0.00404	0.00066	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
3578	2.0931	1.00304	0.35818	0.09958	0.02344	0.0045	0.0007	6e-05	2e-05	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
3579	2.09392	1.00482	0.35816	0.10164	0.02334	0.00446	0.00078	0.0001	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
3580	2.09178	1.00618	0.36062	0.10098	0.02278	0.00398	0.0006	8e-05	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
3581	2.094	1.00628	0.3581	0.0995	0.02302	0.00438	0.0007	0.00014	2e-05	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
3582	2.10138	1.00718	0.35632	0.10008	0.02294	0.00388	0.0006	4e-05	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
3583	2.0916	1.0072	0.35908	0.1012	0.02424	0.00422	0.0008	0.00016	2e-05	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
3584	2.09224	1.01152	0.35976	0.101	0.02366	0.00466	0.00068	6e-05	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
3585	2.09992	1.009	0.35782	0.09894	0.02236	0.00446	0.00048	8e-05	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
3586	2.0954	1.0109	0.35976	0.10144	0.02294	0.00414	0.00066	8e-05	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
3587	2.09464	1.00696	0.36286	0.10178	0.02348	0.00452	0.00062	8e-05	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
3588	2.10072	1.00944	0.35978	0.10056	0.0232	0.0039	0.00056	8e-05	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
3589	2.09752	1.01024	0.35898	0.10208	0.02386	0.00436	0.0008	4e-05	2e-05	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
3590	2.10082	1.00906	0.3601	0.10022	0.02324	0.0038	0.00062	2e-05	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
3591	2.09766	1.01422	0.36044	0.10174	0.02342	0.00408	0.00068	0.0002	4e-05	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
3592	2.09782	1.0139	0.36164	0.10162	0.02356	0.0045	0.00064	0.00014	2e-05	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
3593	2.09854	1.01066	0.36028	0.10304	0.0237	0.0043	0.00068	2e-05	2e-05	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
3594	2.0995	1.01658	0.36244	0.10094	0.0227	0.00406	0.00052	8e-05	2e-05	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
3595	2.09798	1.01156	0.36088	0.10294	0.02344	0.0042	0.00056	6e-05	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
3596	2.10056	1.0092	0.36204	0.10168	0.02382	0.00464	0.00072	0.00012	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
3597	2.10074	1.01392	0.3646	0.10244	0.02344	0.00442	0.00066	0.0001	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
3598	2.10202	1.01352	0.36308	0.10214	0.02284	0.00446	0.00072	4e-05	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
3599	2.10182	1.01476	0.36248	0.10102	0.02278	0.00424	0.00064	6e-05	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
3600	2.09964	1.0181	0.36702	0.10158	0.0233	0.00418	0.00064	8e-05	2e-05	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
3601	2.10444	1.0165	0.36346	0.10104	0.02374	0.00442	0.00058	0.00012	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
3602	2.10074	1.01768	0.364	0.10186	0.02406	0.0042	0.00064	8e-05	2e-05	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
3603	2.10362	1.01944	0.36632	0.1026	0.0228	0.00454	0.00076	6e-05	2e-05	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
3604	2.10516	1.0168	0.36408	0.10186	0.02368	0.00454	0.0007	0.00012	4e-05	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
3605	2.10508	1.01718	0.36304	0.10154	0.02346	0.00458	0.00078	0.00012	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
3606	2.10198	1.01848	0.36438	0.10254	0.02288	0.00452	0.00076	6e-05	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
3607	2.10642	1.01692	0.36362	0.10216	0.02368	0.00402	0.00066	0.0001	2e-05	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
3608	2.10696	1.01792	0.36318	0.10244	0.0235	0.00464	0.00072	6e-05	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
3609	2.10724	1.01862	0.36518	0.10316	0.02364	0.00402	0.0008	0.00014	2e-05	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
3610	2.10572	1.01858	0.36588	0.10394	0.02354	0.00436	0.00068	2e-05	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
3611	2.10468	1.02268	0.36484	0.10132	0.02342	0.0043	0.00072	0.0001	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
3612	2.1061	1.0173	0.36528	0.10386	0.02432	0.00458	0.00048	6e-05	2e-05	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
3613	2.10682	1.01866	0.36554	0.10344	0.02354	0.00438	0.00064	0.00014	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
3614	2.10454	1.0218	0.36764	0.10268	0.02436	0.00454	0.00058	0.00012	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
3615	2.1059	1.01888	0.36776	0.104	0.02338	0.00444	0.0008	0.0001	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
3616	2.10614	1.02158	0.36558	0.1038	0.02452	0.00444	0.00076	8e-05	2e-05	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
3617	2.1067	1.02362	0.3664	0.10356	0.02422	0.00464	0.00066	0.0001	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
3618	2.10286	1.01908	0.3709	0.10294	0.02406	0.00466	0.00074	0.00012	2e-05	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
3619	2.10916	1.02392	0.36908	0.10218	0.02428	0.00464	0.00078	0.00012	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
3620	2.10742	1.02456	0.36704	0.1027	0.02348	0.00434	0.0007	4e-05	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
3621	2.10074	1.02536	0.37054	0.1017	0.02388	0.00474	0.00098	8e-05	2e-05	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
3622	2.10118	1.01906	0.36872	0.1048	0.02514	0.00496	0.00076	0.00014	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
3623	2.11092	1.02206	0.3667	0.10452	0.0243	0.00434	0.00066	6e-05	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
3624	2.10418	1.02364	0.37226	0.10212	0.02406	0.00496	0.00098	8e-05	2e-05	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
3625	2.10608	1.02522	0.36828	0.10418	0.02324	0.00452	0.0009	8e-05	2e-05	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
3626	2.10594	1.0223	0.37008	0.10378	0.02434	0.00488	0.001	0.00016	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
3627	2.1005	1.02938	0.37004	0.1024	0.02382	0.00488	0.00088	0.00016	2e-05	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
3628	2.10622	1.02262	0.3711	0.10228	0.02388	0.0049	0.00098	6e-05	2e-05	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
3629	2.10918	1.0299	0.371	0.10274	0.02376	0.0042	0.00074	0.0001	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
3630	2.10538	1.0259	0.3727	0.10426	0.02312	0.00456	0.0009	8e-05	2e-05	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
3631	2.10576	1.02466	0.37096	0.10428	0.02532	0.00462	0.00074	0.00012	2e-05	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
3632	2.1071	1.0283	0.3708	0.10404	0.02342	0.00468	0.00092	0.00012	2e-05	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
3633	2.10552	1.02834	0.3704	0.1034	0.02362	0.0046	0.00088	0.00012	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
3634	2.10676	1.02734	0.37272	0.1042	0.02416	0.00446	0.00092	0.00016	2e-05	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
3635	2.1079	1.02574	0.37266	0.10406	0.02422	0.00496	0.00098	0.00014	4e-05	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
3636	2.10612	1.0264	0.3757	0.10454	0.02414	0.00498	0.00084	0.0001	2e-05	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
3637	2.10942	1.02572	0.371	0.106	0.0246	0.00438	0.00096	0.0001	2e-05	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
3638	2.10594	1.02644	0.3724	0.10588	0.02368	0.00508	0.00078	8e-05	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
3639	2.10686	1.02606	0.37338	0.1066	0.02448	0.00498	0.0009	0.0001	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
3640	2.10616	1.02978	0.37238	0.1056	0.02414	0.005	0.00084	0.00018	2e-05	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
3641	2.10486	1.0291	0.37522	0.10596	0.02386	0.00448	0.00098	0.00014	2e-05	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
3642	2.1099	1.0271	0.37212	0.10646	0.02496	0.00504	0.00096	8e-05	4e-05	2e-05	0.0	0.0	0.0	0.0	0.0	0.0	0.0
3643	2.11178	1.02786	0.37474	0.10678	0.02434	0.0045	0.0006	0.0001	2e-05	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
3644	2.1112	1.02862	0.37436	0.10314	0.02378	0.00548	0.00084	0.0001	2e-05	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
3645	2.1116	1.0302	0.37446	0.10602	0.02482	0.0051	0.00092	4e-05	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
3646	2.112	1.02834	0.3756	0.1043	0.0247	0.00544	0.00084	6e-05	4e-05	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
3647	2.1155	1.03238	0.37748	0.10652	0.0246	0.0051	0.0008	0.00014	2e-05	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
3648	2.11222	1.03064	0.37344	0.1048	0.02422	0.00494	0.00076	8e-05	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
3649	2.11246	1.03594	0.37538	0.1061	0.0263	0.00542	0.0011	0.0002	4e-05	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
3650	2.11318	1.03292	0.37772	0.10454	0.0241	0.00494	0.00092	8e-05	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
3651	2.1093	1.03184	0.37804	0.10652	0.02508	0.00532	0.00086	4e-05	2e-05	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
3652	2.11582	1.0321	0.38028	0.10692	0.02504	0.00512	0.00096	0.00012	2e-05	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
3653	2.11542	1.03512	0.38062	0.10704	0.02426	0.0049	0.0011	0.00018	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
3654	2.1144	1.03596	0.38104	0.10936	0.02506	0.00446	0.00084	0.00022	2e-05	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
3655	2.11464	1.03898	0.37792	0.107	0.02504	0.00492	0.0011	0.0002	4e-05	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
3656	2.11432	1.03764	0.38016	0.10888	0.0243	0.00484	0.00096	0.00012	2e-05	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
3657	2.11868	1.03508	0.37836	0.10698	0.0259	0.005	0.0009	0.00014	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
3658	2.115	1.0383	0.38354	0.1067	0.02434	0.00464	0.00088	0.00014	2e-05	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
3659	2.11666	1.03874	0.3795	0.10794	0.02502	0.00492	0.00094	0.0002	4e-05	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
3660	2.11858	1.03916	0.38058	0.10734	0.025	0.00502	0.00094	0.00012	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
3661	2.11958	1.03958	0.37976	0.109	0.02626	0.0051	0.00064	0.00014	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
3662	2.11914	1.03974	0.38128	0.10676	0.02388	0.00522	0.00106	0.00012	2e-05	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
3663	2.11994	1.03856	0.38046	0.10848	0.0248	0.0051	0.00092	0.00016	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
3664	2.11878	1.0431	0.3801	0.10792	0.02436	0.00518	0.00106	0.00018	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
3665	2.1146	1.03778	0.38244	0.11044	0.02444	0.0052	0.00084	0.0001	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
3666	2.11976	1.0408	0.38126	0.10904	0.02508	0.00514	0.00082	0.00018	6e-05	2e-05	0.0	0.0	0.0	0.0	0.0	0.0	0.0
3667	2.12118	1.0389	0.37996	0.1096	0.0248	0.0051	0.00098	0.00012	4e-05	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
3668	2.12064	1.0403	0.38286	0.10838	0.02516	0.00478	0.0009	0.00012	2e-05	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
3669	2.12114	1.03948	0.3837	0.1095	0.02506	0.00516	0.00078	0.00014	4e-05	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
3670	2.12626	1.04384	0.3839	0.10896	0.0249	0.0049	0.00082	8e-05	2e-05	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
3671	2.1232	1.04038	0.38208	0.10934	0.02534	0.005	0.00098	0.00022	6e-05	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
3672	2.1233	1.04208	0.38368	0.10854	0.02526	0.00496	0.00086	0.0002	2e-05	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
3673	2.12516	1.04298	0.3811	0.11018	0.02536	0.00498	0.00084	0.0001	2e-05	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
3674	2.12586	1.0427	0.38206	0.11056	0.02664	0.00538	0.00078	0.0001	2e-05	2e-05	0.0	0.0	0.0	0.0	0.0	0.0	0.0
3675	2.12418	1.04566	0.38264	0.10966	0.02556	0.00494	0.00084	0.00014	6e-05	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
3676	2.124	1.04582	0.38142	0.10938	0.02528	0.0055	0.00102	0.00014	6e-05	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
3677	2.12848	1.04408	0.38374	0.1097	0.02564	0.00486	0.00078	0.00012	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
3678	2.12962	1.04178	0.38402	0.11016	0.02552	0.0044	0.00072	0.00012	2e-05	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
3679	2.12696	1.0468	0.3816	0.10898	0.0249	0.0047	0.00084	0.00018	2e-05	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
3680	2.12456	1.04994	0.38528	0.10964	0.02526	0.0048	0.00058	6e-05	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
3681	2.12866	1.0447	0.38364	0.11088	0.02586	0.00492	0.00084	0.00016	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
3682	2.12774	1.0469	0.38506	0.10988	0.02552	0.00532	0.0008	0.00014	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
3683	2.12672	1.04592	0.38514	0.11216	0.0254	0.0046	0.00076	0.00012	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
3684	2.12878	1.04822	0.38518	0.10832	0.02628	0.00514	0.0009	8e-05	2e-05	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
3685	2.1276	1.04564	0.38644	0.11166	0.02638	0.00498	0.00082	0.00018	4e-05	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
3686	2.1308	1.04936	0.3868	0.11176	0.02528	0.00452	0.00076	0.00014	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
3687	2.12816	1.05166	0.38666	0.11196	0.02482	0.00472	0.00076	2e-05	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
3688	2.12912	1.05044	0.3862	0.11182	0.02594	0.00528	0.00088	0.00014	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
3689	2.1259	1.0512	0.38846	0.11166	0.02608	0.00494	0.00066	0.00016	2e-05	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
3690	2.12972	1.0506	0.38868	0.11102	0.026	0.00454	0.0008	0.00016	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
3691	2.12864	1.049	0.3878	0.11106	0.02554	0.0051	0.00082	6e-05	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
3692	2.12982	1.05032	0.3897	0.11336	0.0261	0.00452	0.00096	0.00012	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
3693	2.1271	1.04896	0.388	0.11196	0.02558	0.00472	0.00096	0.0002	2e-05	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
